"tweet_id"	"airline_sentiment"	"airline_sentiment_confidence"	"negativereason"	"negativereason_confidence"	"airline"	"airline_sentiment_gold"	"name"	"negativereason_gold"	"retweet_count"	"text"	"tweet_coord"	"tweet_created"	"tweet_location"	"user_timezone"
570043937244622848	"neutral"	1	NA	NA	"United"	NA	"DeputyBrans"	NA	0	"@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?"	NA	"2015-02-23 18:14:00 -0800"	NA	NA
570043820278050816	"negative"	0.3482	"Cancelled Flight"	0.3482	"United"	NA	"xRaeCatherine"	NA	0	"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?"	NA	"2015-02-23 18:13:32 -0800"	NA	NA
570043574097555456	"negative"	1	"Can't Tell"	0.6702	"United"	NA	"mllovelace"	NA	0	"“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?"	NA	"2015-02-23 18:12:33 -0800"	"San Francisco, CA"	"Pacific Time (US & Canada)"
570042013908914176	"negative"	1	"Lost Luggage"	0.376	"United"	NA	"Ted_Bray"	NA	0	"@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime"	NA	"2015-02-23 18:06:21 -0800"	"Colorado Springs, Colorado USA"	"Mountain Time (US & Canada)"
570041988986347520	"negative"	0.3721	"Can't Tell"	0.3721	"United"	NA	"MommyPR"	NA	0	"@united Dmed you. Thank you"	NA	"2015-02-23 18:06:15 -0800"	"Global"	"Pacific Time (US & Canada)"
570041112624295936	"positive"	1	NA	NA	"United"	NA	"DickAltavista"	NA	0	"@united thanks we'll be in touch!"	NA	"2015-02-23 18:02:46 -0800"	"Ottawa"	NA
570040644451708928	"positive"	1	NA	NA	"United"	NA	"Clking_sf"	NA	0	"@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!"	NA	"2015-02-23 18:00:55 -0800"	"Silicon Valley"	"Central Time (US & Canada)"
570040251764183040	"negative"	1	"Lost Luggage"	1	"United"	NA	"Bozboyku1"	NA	0	"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story"	NA	"2015-02-23 17:59:21 -0800"	"Lees Summit"	"Mountain Time (US & Canada)"
570039756731494400	"neutral"	1	NA	NA	"United"	NA	"rdowning76"	NA	0	"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?"	NA	"2015-02-23 17:57:23 -0800"	"usa"	NA
570039279050579968	"neutral"	0.67	NA	0	"United"	NA	"brando_787"	NA	0	"@united like continental's chicken feat fairs"	NA	"2015-02-23 17:55:29 -0800"	"North Texas, USA"	NA
570039094257938432	"neutral"	1	NA	NA	"United"	NA	"j0rdanj0nes"	NA	0	"@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?"	NA	"2015-02-23 17:54:45 -0800"	"Dallas"	NA
570038991527002112	"positive"	0.3427	NA	0	"United"	NA	"NonYourBusines9"	NA	0	"@united I left my comment with customer care. Thanks for contacting me."	NA	"2015-02-23 17:54:21 -0800"	NA	NA
570038694817767424	"negative"	1	"Lost Luggage"	1	"United"	NA	"Ted_Bray"	NA	0	"@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh."	NA	"2015-02-23 17:53:10 -0800"	"Colorado Springs, Colorado USA"	"Mountain Time (US & Canada)"
570037961020080128	"negative"	1	"Lost Luggage"	1	"United"	NA	"Ted_Bray"	NA	0	"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!"	NA	"2015-02-23 17:50:15 -0800"	"Colorado Springs, Colorado USA"	"Mountain Time (US & Canada)"
570037336886546432	"positive"	1	NA	NA	"United"	NA	"whitterbug"	NA	0	"Yes!! Thanks so much!!! <U+0001F49C>“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”"	NA	"2015-02-23 17:47:46 -0800"	"Houston, TX"	"Central Time (US & Canada)"
570036932270358528	"positive"	1	NA	NA	"United"	NA	"drewziIIa"	NA	0	"@united captain \"on behalf of the front office, welcome on board.\".... Never heard that before. I laughed...hard.  #funnycaptain"	NA	"2015-02-23 17:46:10 -0800"	NA	"Central Time (US & Canada)"
570035728832446464	"negative"	1	"Lost Luggage"	1	"United"	NA	"MommyPR"	NA	0	"@united Can you please follow for a Dm on a missing bag?"	NA	"2015-02-23 17:41:23 -0800"	"Global"	"Pacific Time (US & Canada)"
570033778300620800	"neutral"	0.666	NA	0	"United"	NA	"throthra"	NA	0	"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG"	NA	"2015-02-23 17:33:38 -0800"	NA	NA
570033627939131392	"positive"	1	NA	NA	"United"	NA	"ginanotjenna"	NA	0	"@united These are great fares!!!!!"	NA	"2015-02-23 17:33:02 -0800"	"Honeoye Falls"	"Atlantic Time (Canada)"
570033341250056192	"negative"	1	"Customer Service Issue"	0.6689	"United"	NA	"dannydibiase1"	NA	0	"@united i left an item on the plane and have been calling non stop and no one has been answering can you please help"	NA	"2015-02-23 17:31:53 -0800"	NA	NA
570033309113131008	"positive"	0.6699	NA	NA	"United"	NA	"frqnttraveler"	NA	0	"@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus."	NA	"2015-02-23 17:31:46 -0800"	"california"	NA
570033062202863616	"negative"	1	"Lost Luggage"	0.6512	"United"	NA	"throthra"	NA	2	"@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?"	NA	"2015-02-23 17:30:47 -0800"	NA	NA
570031379456643072	"positive"	1	NA	NA	"United"	NA	"goodenufmother"	NA	1	"@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother"	NA	"2015-02-23 17:24:06 -0800"	"GEM HQ (aka walk-in closet) NY"	"Eastern Time (US & Canada)"
570031098513592320	"negative"	1	"Lost Luggage"	1	"United"	NA	"tpensari"	NA	0	"@united where's my damn bag??"	NA	"2015-02-23 17:22:59 -0800"	NA	NA
570031016800161792	"negative"	1	"Lost Luggage"	1	"United"	NA	"tpensari"	NA	0	"@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!"	NA	"2015-02-23 17:22:39 -0800"	NA	NA
570030715900792832	"neutral"	1	NA	NA	"United"	NA	"AlexanderKrach"	NA	0	"@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow."	NA	"2015-02-23 17:21:27 -0800"	NA	"Pacific Time (US & Canada)"
570027321178099712	"neutral"	0.6479	NA	0	"United"	NA	"startupstella"	NA	0	"@united how is Mexico not international from the us?"	NA	"2015-02-23 17:07:58 -0800"	"Chicago, IL"	"Central Time (US & Canada)"
570026514923675648	"negative"	1	"Customer Service Issue"	0.3639	"United"	NA	"tpensari"	NA	0	"@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared"	NA	"2015-02-23 17:04:46 -0800"	NA	NA
570024703256956928	"negative"	1	"Flight Attendant Complaints"	0.6634	"United"	NA	"gregriv"	NA	0	"@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?"	NA	"2015-02-23 16:57:34 -0800"	"Cleveland, OH"	NA
570023321904943104	"negative"	1	"Cancelled Flight"	0.6669	"United"	NA	"whitterbug"	NA	0	"@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS"	NA	"2015-02-23 16:52:05 -0800"	"Houston, TX"	"Central Time (US & Canada)"
570023232851419136	"negative"	1	"Customer Service Issue"	0.6816	"United"	NA	"gregriv"	NA	1	"@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??"	NA	"2015-02-23 16:51:43 -0800"	"Cleveland, OH"	NA
570023071698055168	"negative"	0.6774	"Bad Flight"	0.3441	"United"	NA	"nbhdsheila"	NA	0	"@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho."	NA	"2015-02-23 16:51:05 -0800"	"Boston"	"Eastern Time (US & Canada)"
570022715072983040	"negative"	1	"Cancelled Flight"	0.3603	"United"	NA	"Apollochplayers"	NA	1	"@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS"	NA	"2015-02-23 16:49:40 -0800"	"Houston, TX"	NA
570022372901847040	"neutral"	0.3435	NA	0	"United"	NA	"goodenufmother"	NA	0	"Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY"	NA	"2015-02-23 16:48:18 -0800"	"GEM HQ (aka walk-in closet) NY"	"Eastern Time (US & Canada)"
570022345424834560	"negative"	1	"Late Flight"	0.6559	"United"	NA	"hefeman"	NA	0	"@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH."	NA	"2015-02-23 16:48:12 -0800"	"Austin"	"Central Time (US & Canada)"
570021376024813568	"neutral"	0.6788	NA	0	"United"	NA	"goodenufmother"	NA	0	"@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere"	NA	"2015-02-23 16:44:21 -0800"	"GEM HQ (aka walk-in closet) NY"	"Eastern Time (US & Canada)"
570021075355963392	"negative"	0.6803	"Customer Service Issue"	0.6803	"United"	NA	"bartha75"	NA	0	"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example."	"[0.0, 0.0]"	"2015-02-23 16:43:09 -0800"	"san diego"	NA
570020852210774016	"positive"	1	NA	NA	"United"	NA	"jalvich"	NA	0	"@united thank you. I flew into Newark from Vail/Eagle."	NA	"2015-02-23 16:42:16 -0800"	NA	"Eastern Time (US & Canada)"
570020275150049280	"negative"	0.6914	"Customer Service Issue"	0.3704	"United"	NA	"bartha75"	NA	0	"@united  i have a weekend of dealing with your company that would say otherwise."	"[0.0, 0.0]"	"2015-02-23 16:39:58 -0800"	"san diego"	NA
570019785788022784	"negative"	1	"Bad Flight"	0.352	"United"	NA	"goodenufmother"	NA	0	"@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother"	NA	"2015-02-23 16:38:02 -0800"	"GEM HQ (aka walk-in closet) NY"	"Eastern Time (US & Canada)"
570019476235788288	"negative"	1	"Lost Luggage"	0.366	"United"	NA	"jalvich"	NA	0	"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle."	NA	"2015-02-23 16:36:48 -0800"	NA	"Eastern Time (US & Canada)"
570018445695148032	"negative"	1	"Customer Service Issue"	0.656	"United"	NA	"tpensari"	NA	0	"@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver"	NA	"2015-02-23 16:32:42 -0800"	NA	NA
570018278946394112	"neutral"	0.6557	NA	NA	"United"	NA	"lovejodierose"	NA	0	"@united please upload the March on-demand entertainment listing on your website! <U+2708><U+FE0F>"	NA	"2015-02-23 16:32:02 -0800"	"melbourne, australia"	"London"
570018079993937920	"negative"	0.6482	"Customer Service Issue"	0.3294	"United"	NA	"CharlieGMoney"	NA	1	"@united So you are inadequate by accident?"	"[40.68545235, -74.18374208]"	"2015-02-23 16:31:15 -0800"	"Chicago, IL"	NA
570016325667557376	"positive"	1	NA	NA	"United"	NA	"RockinMikeW"	NA	0	"@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3"	NA	"2015-02-23 16:24:17 -0800"	NA	NA
570016198747758592	"positive"	1	NA	NA	"United"	NA	"MirandaAtx"	NA	0	"@united Thank you for responding so quickly with a helpful tool! @dustyob"	NA	"2015-02-23 16:23:46 -0800"	"Houston, TX"	"Central Time (US & Canada)"
570016052895092736	"negative"	1	"Customer Service Issue"	0.6566	"United"	NA	"tclarktweets"	NA	0	"@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN"	NA	"2015-02-23 16:23:12 -0800"	"San Francisco, CA"	NA
570014689322643456	"negative"	1	"Flight Attendant Complaints"	0.6551	"United"	NA	"CengageTeamUP"	NA	1	"@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR"	NA	"2015-02-23 16:17:46 -0800"	NA	"Eastern Time (US & Canada)"
570014406320517120	"negative"	1	"Bad Flight"	0.6656	"United"	NA	"brooklyn_dodger"	NA	0	"@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd"	NA	"2015-02-23 16:16:39 -0800"	"Brooklyn"	"Eastern Time (US & Canada)"
570014190498287616	"negative"	1	"Customer Service Issue"	0.6726	"United"	NA	"SmartBlondeSolu"	NA	0	"@united ...and when that doesn't work..."	NA	"2015-02-23 16:15:48 -0800"	"Fort Worth, Texas"	"Central Time (US & Canada)"
570012706704662528	"neutral"	0.6511	NA	0	"United"	NA	"koploperfan1992"	NA	0	"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now"	"[51.3228181, 5.3576138]"	"2015-02-23 16:09:54 -0800"	"Winterfell"	NA
570011505237716992	"negative"	1	"Flight Booking Problems"	1	"United"	NA	"frqnttraveler"	NA	0	"@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them."	NA	"2015-02-23 16:05:07 -0800"	"california"	NA
570011417249759232	"negative"	0.7083	"Lost Luggage"	0.375	"United"	NA	"jalvich"	NA	0	"@united flight arrives 30 minutes early, but then have we to wait for an hour for our bags."	NA	"2015-02-23 16:04:46 -0800"	NA	"Eastern Time (US & Canada)"
570010976608780288	"negative"	1	"Lost Luggage"	0.6667	"United"	NA	"MikeShor"	NA	0	"@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is."	NA	"2015-02-23 16:03:01 -0800"	"Coventry, Connecticut"	"Eastern Time (US & Canada)"
570009743160254464	"neutral"	1	NA	NA	"United"	NA	"SmartBlondeSolu"	NA	0	"@united what's a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl's trip stat?!"	NA	"2015-02-23 15:58:07 -0800"	"Fort Worth, Texas"	"Central Time (US & Canada)"
570009034385805312	"neutral"	0.6832	NA	NA	"United"	NA	"family6travels"	NA	0	"@united thank you. We are signed up for notifications. We shall watch and wait! <U+2744><U+FE0F><U+2744><U+FE0F>"	NA	"2015-02-23 15:55:18 -0800"	NA	NA
570008443626647552	"negative"	1	"Can't Tell"	0.3477	"United"	NA	"kabell87"	NA	0	"@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here"	NA	"2015-02-23 15:52:57 -0800"	NA	NA
570007003659149312	"neutral"	0.6612	NA	0	"United"	NA	"JawnRedcorn"	NA	0	"@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning."	NA	"2015-02-23 15:47:14 -0800"	"Ausvegas"	"Central Time (US & Canada)"
570005000643956736	"negative"	1	"Lost Luggage"	1	"United"	NA	"mattscottcrum"	NA	0	"@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing."	NA	"2015-02-23 15:39:16 -0800"	"Nashville, TN"	"Mountain Time (US & Canada)"
570004899234074624	"negative"	1	"Bad Flight"	1	"United"	NA	"ganteisan"	NA	0	"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!"	NA	"2015-02-23 15:38:52 -0800"	"Santiago, Chile"	"Santiago"
570004470370676736	"neutral"	1	NA	NA	"United"	NA	"family6travels"	NA	0	"@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?"	NA	"2015-02-23 15:37:10 -0800"	NA	NA
570004247586013184	"negative"	1	"Customer Service Issue"	0.6697	"United"	NA	"BrittanyWolgast"	NA	0	"@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened."	NA	"2015-02-23 15:36:17 -0800"	NA	"Central Time (US & Canada)"
570003828658950144	"positive"	0.6682	NA	0	"United"	NA	"ryanaround"	NA	0	"@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed."	NA	"2015-02-23 15:34:37 -0800"	"San Francisco"	"Pacific Time (US & Canada)"
570002454839820288	"negative"	1	"Flight Booking Problems"	0.355	"United"	NA	"aliasboogie"	NA	0	"@united that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked."	NA	"2015-02-23 15:29:10 -0800"	"New York City, NY"	"Eastern Time (US & Canada)"
570002150115254272	"negative"	1	"Customer Service Issue"	0.6466	"United"	NA	"aliasboogie"	NA	0	"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change"	NA	"2015-02-23 15:27:57 -0800"	"New York City, NY"	"Eastern Time (US & Canada)"
570001906199887872	"negative"	0.6558	"Can't Tell"	0.356	"United"	NA	"AaronGirson"	NA	0	"@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways"	"[26.07324041, -80.14510971]"	"2015-02-23 15:26:59 -0800"	NA	NA
570000614794489856	"negative"	0.7008	"Can't Tell"	0.7008	"United"	NA	"aliasboogie"	NA	0	"@United never heard of this? http://t.co/QDebyaHqfM"	NA	"2015-02-23 15:21:51 -0800"	"New York City, NY"	"Eastern Time (US & Canada)"
570000364692484096	"negative"	1	"Flight Booking Problems"	0.663	"United"	NA	"rodneyondrums"	NA	0	"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious \"costs\" that you incur, @united?"	NA	"2015-02-23 15:20:51 -0800"	"All over the damn place."	"Quito"
570000287080951808	"negative"	1	"Cancelled Flight"	0.6566	"United"	NA	"MirandaAtx"	NA	0	"@united Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s"	NA	"2015-02-23 15:20:33 -0800"	"Houston, TX"	"Central Time (US & Canada)"
569999790328541184	"negative"	1	"Flight Attendant Complaints"	0.663	"United"	NA	"aliasboogie"	NA	0	"@united I was denied getting on the plane w/o getting the chance to prove it fits. I'm not a rookie. Read my bio."	NA	"2015-02-23 15:18:34 -0800"	"New York City, NY"	"Eastern Time (US & Canada)"
569999614624927744	"positive"	0.6741	NA	0	"United"	NA	"aliasboogie"	NA	0	"@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs"	NA	"2015-02-23 15:17:52 -0800"	"New York City, NY"	"Eastern Time (US & Canada)"
569999529677852672	"negative"	1	"Customer Service Issue"	1	"United"	NA	"zaudrey"	NA	0	"@united I've never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable"	NA	"2015-02-23 15:17:32 -0800"	NA	"Pacific Time (US & Canada)"
569998289447354368	"negative"	1	"Flight Attendant Complaints"	0.6753	"United"	NA	"jasonpblakey"	NA	0	"@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc."	"[40.69943599, -74.17868875]"	"2015-02-23 15:12:36 -0800"	NA	"London"
569997351412228096	"negative"	1	"Cancelled Flight"	0.3442	"United"	NA	"_Emilky_"	NA	0	"@United fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines"	NA	"2015-02-23 15:08:53 -0800"	"Liverpool, UK"	"London"
569996897009717248	"negative"	1	"Customer Service Issue"	0.6354	"United"	NA	"hangsf"	NA	0	"@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!"	NA	"2015-02-23 15:07:04 -0800"	"San Francisco, California, USA"	"Alaska"
569995961570856960	"negative"	1	"Customer Service Issue"	1	"United"	NA	"AaronGirson"	NA	0	"@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver"	"[26.07694041, -80.13546475]"	"2015-02-23 15:03:21 -0800"	NA	NA
569995897234288640	"negative"	0.688	"Can't Tell"	0.688	"United"	NA	"mjc_collins"	NA	1	"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry."	NA	"2015-02-23 15:03:06 -0800"	NA	NA
569995706909503488	"positive"	1	NA	NA	"United"	NA	"TuraOntheroad"	NA	0	"@united Thank you!"	NA	"2015-02-23 15:02:21 -0800"	"Brooklyn"	"Pacific Time (US & Canada)"
569993952469880832	"neutral"	0.6742	NA	0	"United"	NA	"MisterDJW"	NA	0	"@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks."	NA	"2015-02-23 14:55:22 -0800"	NA	NA
569993782311198720	"positive"	1	NA	NA	"United"	NA	"peoplesavvy"	NA	0	"@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0"	NA	"2015-02-23 14:54:42 -0800"	NA	NA
569992543875653632	"neutral"	1	NA	NA	"United"	NA	"jbuhl35"	NA	0	"@united yes, after this awful weather it appears I can get home"	NA	"2015-02-23 14:49:47 -0800"	"Washington, DC"	"Atlantic Time (Canada)"
569991606385967104	"negative"	1	"Customer Service Issue"	1	"United"	NA	"jasonpblakey"	NA	0	"@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet"	"[40.6992418, -74.17884798]"	"2015-02-23 14:46:03 -0800"	NA	"London"
569991529764409344	"negative"	1	"Bad Flight"	0.6778	"United"	NA	"ishowman"	NA	0	"@united Lovely new plane from LGA to ORD but no power outlets?"	NA	"2015-02-23 14:45:45 -0800"	"New York"	"London"
569989661713666048	"negative"	0.6337	"Lost Luggage"	0.3334	"United"	NA	"rhyminanstealin"	NA	0	"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?"	NA	"2015-02-23 14:38:19 -0800"	"Washington, DC"	"Central Time (US & Canada)"
569989557644623872	"negative"	1	"Cancelled Flight"	0.6512	"United"	NA	"rhyminanstealin"	NA	0	"@united I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!"	NA	"2015-02-23 14:37:55 -0800"	"Washington, DC"	"Central Time (US & Canada)"
569989416426434560	"neutral"	1	NA	NA	"United"	NA	"colbycaterina"	NA	0	"@united the person is currently bettween gates 71A and 73 in LAX"	NA	"2015-02-23 14:37:21 -0800"	"lalaland"	"Eastern Time (US & Canada)"
569989291188695040	"negative"	1	"Flight Attendant Complaints"	0.7067	"United"	NA	"colbycaterina"	NA	0	"@united i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet"	NA	"2015-02-23 14:36:51 -0800"	"lalaland"	"Eastern Time (US & Canada)"
569989178651508736	"negative"	1	"Can't Tell"	1	"United"	NA	"eadonjacobs"	NA	0	"@united rarely ceases to amaze...for the worse.  i hope this is the last time i \"have\" to fly with you."	NA	"2015-02-23 14:36:24 -0800"	"san francisco"	"Arizona"
569989023478841344	"neutral"	0.7059	NA	0	"United"	NA	"cameronsmith17"	NA	0	"@united thank you for the quick response but I cannot dm you until you follow me as well"	NA	"2015-02-23 14:35:47 -0800"	NA	"Mountain Time (US & Canada)"
569988839919394816	"negative"	0.6468	"Can't Tell"	0.6468	"United"	NA	"colbycaterina"	NA	0	"@united iCloud it is not there yet -- PLEASE HELP 917 703 1472"	NA	"2015-02-23 14:35:03 -0800"	"lalaland"	"Eastern Time (US & Canada)"
569988785330479104	"neutral"	1	NA	NA	"United"	NA	"colbycaterina"	NA	0	"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on"	NA	"2015-02-23 14:34:50 -0800"	"lalaland"	"Eastern Time (US & Canada)"
569988762085806080	"negative"	1	"Customer Service Issue"	0.6737	"United"	NA	"mironovich"	NA	0	"@united I did... no response back"	NA	"2015-02-23 14:34:45 -0800"	"Morristown, nj"	"Eastern Time (US & Canada)"
569988297633583104	"negative"	1	"Customer Service Issue"	1	"United"	NA	"KelliZink"	NA	0	"@united this is atrocious customer service."	NA	"2015-02-23 14:32:54 -0800"	"Chicago & traveling the world"	"Central Time (US & Canada)"
569988078015815680	"neutral"	1	NA	NA	"United"	NA	"Portal_Aviacion"	NA	0	"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday"	NA	"2015-02-23 14:32:02 -0800"	"Madrid (Spain)"	"Madrid"
569988061150359552	"negative"	1	"Late Flight"	1	"United"	NA	"kachampney"	NA	0	"@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice"	NA	"2015-02-23 14:31:58 -0800"	"Killington, Vt"	NA
569987348772950016	"negative"	1	"Cancelled Flight"	0.65	"United"	NA	"KelliZink"	NA	0	"@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?"	NA	"2015-02-23 14:29:08 -0800"	"Chicago & traveling the world"	"Central Time (US & Canada)"
569986029463011328	"negative"	1	"Customer Service Issue"	1	"United"	NA	"dfpietra"	NA	0	"@united @dfpietra THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology"	NA	"2015-02-23 14:23:53 -0800"	"West Hollywood, CA"	NA
569984791107338240	"neutral"	0.6825	NA	NA	"United"	NA	"RoatanGallery"	NA	0	"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?"	NA	"2015-02-23 14:18:58 -0800"	"Roatan, Islas de la Bahia"	"Eastern Time (US & Canada)"
569984785860464640	"negative"	1	"Lost Luggage"	1	"United"	NA	"Margo_Rae"	NA	0	"@united of course I did. The bag should be here by now :( #frustrated"	"[28.62111274, -81.29294408]"	"2015-02-23 14:18:57 -0800"	NA	"Eastern Time (US & Canada)"
569983990683148288	"negative"	1	"Can't Tell"	1	"United"	NA	"ousoonerfanatic"	NA	0	"@united you are the worst. I will avoid you like the plague."	NA	"2015-02-23 14:15:47 -0800"	"Semiahmoo, WA Soonerland"	"Pacific Time (US & Canada)"
569983826245496832	"negative"	1	"Can't Tell"	1	"United"	NA	"Mr_RHolmes"	NA	0	"@united is the worst airline in the world."	NA	"2015-02-23 14:15:08 -0800"	"Austin, TX (Easton, PA born)"	"Eastern Time (US & Canada)"
569983375584272384	"negative"	1	"Customer Service Issue"	0.6526	"United"	NA	"ryanaround"	NA	0	"@united someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management."	NA	"2015-02-23 14:13:21 -0800"	"San Francisco"	"Pacific Time (US & Canada)"
569983149028962304	"negative"	1	"Customer Service Issue"	0.3507	"United"	NA	"ryanaround"	NA	0	"@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry."	NA	"2015-02-23 14:12:27 -0800"	"San Francisco"	"Pacific Time (US & Canada)"
569982678558048256	"negative"	1	"Can't Tell"	0.6778	"United"	NA	"cameronsmith17"	NA	0	"@united I will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well #AlwaysDelayedOnUnited"	NA	"2015-02-23 14:10:34 -0800"	NA	"Mountain Time (US & Canada)"
569982327654383616	"negative"	1	"Can't Tell"	1	"United"	NA	"artistanxiety"	NA	0	"@united I will but right now I'm to angry"	NA	"2015-02-23 14:09:11 -0800"	"Punk is the preacher."	"Arizona"
569981034110050304	"negative"	1	"Can't Tell"	1	"United"	NA	"jasonpblakey"	NA	0	"@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines"	"[40.69814396, -74.17906717]"	"2015-02-23 14:04:02 -0800"	NA	"London"
